vid,型態,H,年,n,dX̄
K36,上漲受阻,120,2026,28,0.034015116592211035
K37,黑色光頭光腳,20,2017,8954,9.960398342157366e-05
K37,黑色光頭光腳,20,2018,10137,-0.0004212467920813354
K37,黑色光頭光腳,20,2019,10514,0.0006525204930096832
K37,黑色光頭光腳,20,2020,8925,0.0005903572622034377
K37,黑色光頭光腳,20,2021,8702,0.001473059127424284
K37,黑色光頭光腳,20,2022,9768,0.0019558548148954735
K37,黑色光頭光腳,20,2023,9634,0.0008845533066696528
K37,黑色光頭光腳,20,2024,10229,0.0006671558619693275
K37,黑色光頭光腳,20,2025,10265,0.0013775023894866823
K37,黑色光頭光腳,20,2026,5026,-4.463688535736105e-05
K37,黑色光頭光腳,60,2017,8848,-0.0033145212894063972
K37,黑色光頭光腳,60,2018,10002,0.0024497946730346228
K37,黑色光頭光腳,60,2019,10393,0.0002469210353993682
K37,黑色光頭光腳,60,2020,8831,-0.0026239556461188076
K37,黑色光頭光腳,60,2021,8605,6.617122776027814e-05
K37,黑色光頭光腳,60,2022,9638,0.001391299506957188
K37,黑色光頭光腳,60,2023,9560,0.004812358294967971
K37,黑色光頭光腳,60,2024,10181,0.00019522559850768803
K37,黑色光頭光腳,60,2025,10187,0.0030747977056360142
K37,黑色光頭光腳,60,2026,3535,-0.004903135903040946
K37,黑色光頭光腳,120,2017,8701,-0.00816343641189494
K37,黑色光頭光腳,120,2018,9847,0.0006741980589506896
K37,黑色光頭光腳,120,2019,10263,-0.0002891589284197814
K37,黑色光頭光腳,120,2020,8714,-0.008155121660031343
K37,黑色光頭光腳,120,2021,8481,0.0002880243734139683
K37,黑色光頭光腳,120,2022,9484,-0.0009083067126165598
K37,黑色光頭光腳,120,2023,9481,0.0038082377720133355
K37,黑色光頭光腳,120,2024,10097,-0.00046534403057041753
K37,黑色光頭光腳,120,2025,10083,0.004126778323725001
K37,黑色光頭光腳,120,2026,1275,-0.01396042106125089
K38,開盤黑色光頭光腳,20,2017,8057,-0.0009405289915751008
K38,開盤黑色光頭光腳,20,2018,9391,0.00011922017145991488
K38,開盤黑色光頭光腳,20,2019,9124,0.0009402611895515285
K38,開盤黑色光頭光腳,20,2020,9494,-0.00034071956813749556
K38,開盤黑色光頭光腳,20,2021,9905,0.003581467416773783
K38,開盤黑色光頭光腳,20,2022,10204,0.0010670749574706343
K38,開盤黑色光頭光腳,20,2023,10169,0.0015383651593903534
K38,開盤黑色光頭光腳,20,2024,10488,0.0031073398693722064
K38,開盤黑色光頭光腳,20,2025,10857,-0.0018410932889230034
K38,開盤黑色光頭光腳,20,2026,6629,0.0024345227236943663
K38,開盤黑色光頭光腳,60,2017,7980,-0.001752194865398643
K38,開盤黑色光頭光腳,60,2018,9307,0.0019980350674104665
K38,開盤黑色光頭光腳,60,2019,9063,0.003732768048904753
K38,開盤黑色光頭光腳,60,2020,9432,7.227491390356819e-05
K38,開盤黑色光頭光腳,60,2021,9840,0.0072270902698123125
K38,開盤黑色光頭光腳,60,2022,10129,-0.0004330573334959885
K38,開盤黑色光頭光腳,60,2023,10113,0.0026108248314136166
K38,開盤黑色光頭光腳,60,2024,10451,0.003689266402973991
K38,開盤黑色光頭光腳,60,2025,10803,-0.005112171803636714
K38,開盤黑色光頭光腳,60,2026,4760,0.00804906365913475
K38,開盤黑色光頭光腳,120,2017,7875,0.001648183752844046
K38,開盤黑色光頭光腳,120,2018,9180,0.00482078499847014
K38,開盤黑色光頭光腳,120,2019,8974,0.008797048708169221
K38,開盤黑色光頭光腳,120,2020,9341,-0.0068608781653313215
K38,開盤黑色光頭光腳,120,2021,9750,0.005335815676943823
K38,開盤黑色光頭光腳,120,2022,10020,-0.0012846407988350837
K38,開盤黑色光頭光腳,120,2023,10052,0.0037131773686118886
K38,開盤黑色光頭光腳,120,2024,10389,0.004407482524966129
K38,開盤黑色光頭光腳,120,2025,10728,-0.011661423486796028
K38,開盤黑色光頭光腳,120,2026,1665,0.013380059310834998
K39,胃部之下,20,2017,406,-0.0003475590819515854
K39,胃部之下,20,2018,723,0.007040791762778643
K39,胃部之下,20,2019,644,0.008451606419199587
K39,胃部之下,20,2020,665,0.005673568675807152
K39,胃部之下,20,2021,634,-0.006377444210797452
K39,胃部之下,20,2022,843,0.0011193729328713175
K39,胃部之下,20,2023,630,0.0067037890390415494
K39,胃部之下,20,2024,598,-0.0029710505767333965
K39,胃部之下,20,2025,623,-0.0006511221529336956
K39,胃部之下,20,2026,455,0.00795426526000952
K39,胃部之下,60,2017,401,0.0005832539183465214
K39,胃部之下,60,2018,714,0.011331832458459387
K39,胃部之下,60,2019,637,0.0171019405844334
K39,胃部之下,60,2020,658,0.007021069440541933
K39,胃部之下,60,2021,627,-0.002572514749931275
K39,胃部之下,60,2022,828,0.001967315100767986
K39,胃部之下,60,2023,621,0.021933887637414877
K39,胃部之下,60,2024,595,0.003262089011526743
K39,胃部之下,60,2025,618,-0.0004163458463187627
K39,胃部之下,60,2026,305,0.01898331409521309
K39,胃部之下,120,2017,393,0.010421313099094923
K39,胃部之下,120,2018,698,0.0155085938103034
K39,胃部之下,120,2019,627,0.020608677506445953
K39,胃部之下,120,2020,650,0.030447969402495022
K39,胃部之下,120,2021,613,-3.3601701337448795e-05
K39,胃部之下,120,2022,813,0.01414729045128334
K39,胃部之下,120,2023,617,0.038758908302089196
K39,胃部之下,120,2024,591,0.008668892760270748
K39,胃部之下,120,2025,610,0.007624135067628467
K39,胃部之下,120,2026,93,0.0011205138597552013
K40,短黑蠟燭,20,2017,4708,0.0013283105176015758
K40,短黑蠟燭,20,2018,5869,0.003192757429019104
K40,短黑蠟燭,20,2019,5399,-0.0003385342360153416
K40,短黑蠟燭,20,2020,5630,-0.00028779750574997105
K40,短黑蠟燭,20,2021,5564,-0.0030113342075486944
K40,短黑蠟燭,20,2022,5601,-0.0003622599632155005
K40,短黑蠟燭,20,2023,5427,-0.0003112497855637126
K40,短黑蠟燭,20,2024,5855,-0.001386838667494903
K40,短黑蠟燭,20,2025,5921,-0.0017153614625235161
K40,短黑蠟燭,20,2026,3060,0.002753671545354691
K40,短黑蠟燭,60,2017,4641,0.00851718835721312
K40,短黑蠟燭,60,2018,5782,0.00682704123402616
K40,短黑蠟燭,60,2019,5326,0.0011431080825563573
K40,短黑蠟燭,60,2020,5578,-7.854795400454182e-05
K40,短黑蠟燭,60,2021,5507,-0.0019606596659110516
K40,短黑蠟燭,60,2022,5530,0.00355746779936251
K40,短黑蠟燭,60,2023,5384,-0.002010362631548646
K40,短黑蠟燭,60,2024,5826,-0.005272444824330457
K40,短黑蠟燭,60,2025,5864,0.0037818948299837094
K40,短黑蠟燭,60,2026,2037,0.019116534469082163
K40,短黑蠟燭,120,2017,4549,0.005052577198027969
K40,短黑蠟燭,120,2018,5692,0.0037745012056756874
K40,短黑蠟燭,120,2019,5251,-0.0027881283868753134
K40,短黑蠟燭,120,2020,5495,0.0008638613309957443
K40,短黑蠟燭,120,2021,5421,-0.0006983646252615872
K40,短黑蠟燭,120,2022,5426,0.002355503383446746
K40,短黑蠟燭,120,2023,5334,-0.004901782980009043
K40,短黑蠟燭,120,2024,5773,0.00036922572677814796
K40,短黑蠟燭,120,2025,5798,0.012373857760400874
K40,短黑蠟燭,120,2026,705,0.033170559258519874
K41,高浪線,20,2017,3074,-0.0019696189694019197
K41,高浪線,20,2018,3975,0.003779218545750105
K41,高浪線,20,2019,4089,-0.0008990739003727265
K41,高浪線,20,2020,3876,3.041899423426934e-05
K41,高浪線,20,2021,3905,0.002159895057394124
K41,高浪線,20,2022,4186,-0.0011693849421767022
K41,高浪線,20,2023,3795,-0.0006540661038856733
K41,高浪線,20,2024,3722,-0.0020603416422556742
K41,高浪線,20,2025,4675,0.002649909356288665
K41,高浪線,20,2026,2429,0.0023064958532845845
K41,高浪線,60,2017,2993,0.00011177247582346512
K41,高浪線,60,2018,3872,0.002886329242867774
K41,高浪線,60,2019,3984,-0.001225846403158742
K41,高浪線,60,2020,3814,0.004098749252187539
K41,高浪線,60,2021,3836,0.002502715821477872
K41,高浪線,60,2022,4070,-0.0009929672119066246
K41,高浪線,60,2023,3745,-0.001676113940253113
K41,高浪線,60,2024,3690,-0.004385990596146236
K41,高浪線,60,2025,4597,0.006075775994165799
K41,高浪線,60,2026,1662,0.009593628776415982
K41,高浪線,120,2017,2906,0.00028023666268231354
K41,高浪線,120,2018,3758,0.0056879162824098935
K41,高浪線,120,2019,3887,-0.007743197068632626
K41,高浪線,120,2020,3726,0.006112100738219873
K41,高浪線,120,2021,3728,0.0005175466167636671
K41,高浪線,120,2022,3954,-0.005395360295245197
K41,高浪線,120,2023,3706,0.00036157624691668627
K41,高浪線,120,2024,3635,-0.009745340136423333
K41,高浪線,120,2025,4511,0.009738106538219968
K41,高浪線,120,2026,559,0.048353861587164544
K42,白色蠟燭,20,2017,10902,-0.0002615529111436836
K42,白色蠟燭,20,2018,12754,-0.0008078105573979693
K42,白色蠟燭,20,2019,13026,-0.0002892944093479825
K42,白色蠟燭,20,2020,13526,-0.0012064287152069601
K42,白色蠟燭,20,2021,13542,0.0010550796387286284
K42,白色蠟燭,20,2022,14350,-0.0007458950214936119
K42,白色蠟燭,20,2023,13677,-0.0008943660214573117
K42,白色蠟燭,20,2024,13947,-0.0008917345075474626
K42,白色蠟燭,20,2025,14137,0.00019047432263294902
K42,白色蠟燭,20,2026,8183,0.0010983932250336777
K42,白色蠟燭,60,2017,10789,-0.0011155111822499944
K42,白色蠟燭,60,2018,12619,-0.003475418735890869
K42,白色蠟燭,60,2019,12896,-0.0001463992707971699
K42,白色蠟燭,60,2020,13427,-0.002359402372479217
K42,白色蠟燭,60,2021,13442,0.0011796862040498776
K42,白色蠟燭,60,2022,14216,0.0011397146152378683
K42,白色蠟燭,60,2023,13613,0.0012540193245342169
K42,白色蠟燭,60,2024,13900,0.0014218359626967836
K42,白色蠟燭,60,2025,14070,-0.0007685793576695633
K42,白色蠟燭,60,2026,5601,0.002028939898157487
K42,白色蠟燭,120,2017,10640,-0.0027182901664498963
K42,白色蠟燭,120,2018,12431,-0.004502573686717437
K42,白色蠟燭,120,2019,12753,-0.004633676095139702
K42,白色蠟燭,120,2020,13294,-0.0033373182119505714
K42,白色蠟燭,120,2021,13311,0.0023132389122255425
K42,白色蠟燭,120,2022,14047,0.0007456091148833944
K42,白色蠟燭,120,2023,13529,0.0011285701139806385
K42,白色蠟燭,120,2024,13812,0.006906419361258814
K42,白色蠟燭,120,2025,13959,-0.0024166196434066704
K42,白色蠟燭,120,2026,2117,0.0066152363482618265
K43,白色紡錘線,20,2017,4691,-5.99233581174668e-06
K43,白色紡錘線,20,2018,5645,-7.624606388081404e-05
K43,白色紡錘線,20,2019,5238,0.0008078923540751253
K43,白色紡錘線,20,2020,6663,-0.0008640661564424004
K43,白色紡錘線,20,2021,7113,-0.0012351356989550235
K43,白色紡錘線,20,2022,6989,-2.340150299351521e-05
K43,白色紡錘線,20,2023,6943,0.000370223821549046
K43,白色紡錘線,20,2024,7454,-0.0003787034390633719
K43,白色紡錘線,20,2025,7449,-0.0002686360933883235
K43,白色紡錘線,20,2026,4592,0.005549198050279949
K43,白色紡錘線,60,2017,4655,0.005009612886599484
K43,白色紡錘線,60,2018,5607,0.0013198437337414528
K43,白色紡錘線,60,2019,5214,0.002224511732917293
K43,白色紡錘線,60,2020,6634,-0.0013389641120707787
K43,白色紡錘線,60,2021,7086,0.0015642146240900717
K43,白色紡錘線,60,2022,6957,-0.001330173474710338
K43,白色紡錘線,60,2023,6924,0.003989018241621177
K43,白色紡錘線,60,2024,7437,-0.0008015292222079493
K43,白色紡錘線,60,2025,7421,-0.0014315169940428492
K43,白色紡錘線,60,2026,3244,0.007925158375567076
K43,白色紡錘線,120,2017,4609,0.00411165871219914
K43,白色紡錘線,120,2018,5547,-0.0011477835515915462
K43,白色紡錘線,120,2019,5176,-0.001003429378354839
K43,白色紡錘線,120,2020,6581,0.0051371108642248725
K43,白色紡錘線,120,2021,7053,0.00041515135370486303
K43,白色紡錘線,120,2022,6893,-0.0008399666682135832
K43,白色紡錘線,120,2023,6896,-5.7482577275100534e-05
K43,白色紡錘線,120,2024,7401,-0.004127576447273279
K43,白色紡錘線,120,2025,7377,0.0011530769287073643
K43,白色紡錘線,120,2026,1149,0.0050737599509301685
K44,收盤白色光頭光腳,20,2017,4578,0.0022599465227869184
K44,收盤白色光頭光腳,20,2018,5642,0.0044925539770232
K44,收盤白色光頭光腳,20,2019,5902,0.0024512097662538457
K44,收盤白色光頭光腳,20,2020,6129,0.0030772653249998044
K44,收盤白色光頭光腳,20,2021,6018,0.002736954944897142
K44,收盤白色光頭光腳,20,2022,5847,-0.0004238232158580304
K44,收盤白色光頭光腳,20,2023,5396,0.0015101883830715421
K44,收盤白色光頭光腳,20,2024,5786,0.002201862989514119
K44,收盤白色光頭光腳,20,2025,5840,-0.0008502947928513062
K44,收盤白色光頭光腳,20,2026,3799,0.004154586333890931
K44,收盤白色光頭光腳,60,2017,4533,-0.00041062385895410813
K44,收盤白色光頭光腳,60,2018,5571,0.005676183081282609
K44,收盤白色光頭光腳,60,2019,5849,0.004342069020957868
K44,收盤白色光頭光腳,60,2020,6094,0.002246716769840716
K44,收盤白色光頭光腳,60,2021,5981,0.0065834998141608035
K44,收盤白色光頭光腳,60,2022,5791,0.0009161165738263466
K44,收盤白色光頭光腳,60,2023,5366,0.0012213826594439704
K44,收盤白色光頭光腳,60,2024,5764,0.003496194962839744
K44,收盤白色光頭光腳,60,2025,5797,-0.0014880147242660787
K44,收盤白色光頭光腳,60,2026,2614,0.007840751336663261
K44,收盤白色光頭光腳,120,2017,4482,8.519186836395044e-05
K44,收盤白色光頭光腳,120,2018,5483,0.009109403996112167
K44,收盤白色光頭光腳,120,2019,5773,0.006534183996397384
K44,收盤白色光頭光腳,120,2020,6041,0.009141932895186103
K44,收盤白色光頭光腳,120,2021,5913,0.009355971823294871
K44,收盤白色光頭光腳,120,2022,5705,0.004320205790858865
K44,收盤白色光頭光腳,120,2023,5333,0.004685545988711312
K44,收盤白色光頭光腳,120,2024,5722,-0.001908712613240391
K44,收盤白色光頭光腳,120,2025,5736,0.00045799572079579945
K44,收盤白色光頭光腳,120,2026,976,0.034502513821486294
K45,白色光頭光腳,20,2017,6624,0.00163724833884986
K45,白色光頭光腳,20,2018,8150,0.000514927163829513
K45,白色光頭光腳,20,2019,8750,0.0020486694145938995
K45,白色光頭光腳,20,2020,7729,-0.0015358207307605283
K45,白色光頭光腳,20,2021,6923,0.002017101868435388
K45,白色光頭光腳,20,2022,7716,0.0026901006678743396
K45,白色光頭光腳,20,2023,7014,0.001024289213886495
K45,白色光頭光腳,20,2024,6777,0.002336762625786935
K45,白色光頭光腳,20,2025,7469,5.131642983008717e-05
K45,白色光頭光腳,20,2026,4002,0.0020437170992762613
K45,白色光頭光腳,60,2017,6514,0.0007541838565170697
K45,白色光頭光腳,60,2018,8027,0.0009994679927071333
K45,白色光頭光腳,60,2019,8601,0.0016138559978706936
K45,白色光頭光腳,60,2020,7635,-0.0020262731387906824
K45,白色光頭光腳,60,2021,6831,0.0024108529139888024
K45,白色光頭光腳,60,2022,7583,-0.0002517386112993302
K45,白色光頭光腳,60,2023,6948,-0.00022944132620984742
K45,白色光頭光腳,60,2024,6740,-0.0014959669595887523
K45,白色光頭光腳,60,2025,7401,0.0032665274524421315
K45,白色光頭光腳,60,2026,2712,0.02275126252219337
K45,白色光頭光腳,120,2017,6383,-0.00027195565211176627
K45,白色光頭光腳,120,2018,7869,0.0020344914756273715
K45,白色光頭光腳,120,2019,8487,0.0005853631346940735
K45,白色光頭光腳,120,2020,7526,-0.006023509073097194
K45,白色光頭光腳,120,2021,6717,0.005959611600271722
K45,白色光頭光腳,120,2022,7430,-0.0008668488281416817
K45,白色光頭光腳,120,2023,6881,-0.0025871677342006317
K45,白色光頭光腳,120,2024,6666,-0.0013347681360235933
K45,白色光頭光腳,120,2025,7308,0.012604727647065946
K45,白色光頭光腳,120,2026,1041,0.026147379764684217
K46,空頭母子線,20,2017,2518,0.000484717213617615
K46,空頭母子線,20,2018,3144,-0.003158438010342034
K46,空頭母子線,20,2019,3382,-0.0032395394059110422
K46,空頭母子線,20,2020,3392,-0.003262679353665679
K46,空頭母子線,20,2021,3335,0.0016287796358292576
K46,空頭母子線,20,2022,3285,-0.001990360287436026
K46,空頭母子線,20,2023,3640,-0.002653472649268259
K46,空頭母子線,20,2024,3327,0.0013466034245183357
K46,空頭母子線,20,2025,3261,-0.004687639018217421
K46,空頭母子線,20,2026,1889,0.004946099327606093
K46,空頭母子線,60,2017,2488,0.0014266759927735418
K46,空頭母子線,60,2018,3115,-0.005446887514193452
K46,空頭母子線,60,2019,3351,-0.0026087723354290817
K46,空頭母子線,60,2020,3370,-0.0036747055540197345
K46,空頭母子線,60,2021,3316,0.0016818223373924574
K46,空頭母子線,60,2022,3260,-0.0008680715961419717
K46,空頭母子線,60,2023,3621,-0.00673538827156502
K46,空頭母子線,60,2024,3318,-0.0022027555358160606
K46,空頭母子線,60,2025,3250,-0.007349153938394965
K46,空頭母子線,60,2026,1237,0.012797814012950258
K46,空頭母子線,120,2017,2453,-0.0013290749051887297
K46,空頭母子線,120,2018,3070,-0.008153294197196008
K46,空頭母子線,120,2019,3325,-0.009204807645206077
K46,空頭母子線,120,2020,3336,0.005737940886647975
K46,空頭母子線,120,2021,3289,4.1686185946217835e-05
K46,空頭母子線,120,2022,3223,-0.003088195195095122
K46,空頭母子線,120,2023,3604,-0.012747255014780847
K46,空頭母子線,120,2024,3303,-0.003476804510647085
K46,空頭母子線,120,2025,3224,-0.013034383699140655
K46,空頭母子線,120,2026,486,0.0016901261939151094
K47,黑色紡錘線,20,2017,5126,0.0008945941189579831
K47,黑色紡錘線,20,2018,6037,0.0010611138492567565
K47,黑色紡錘線,20,2019,5623,1.419782719216554e-06
K47,黑色紡錘線,20,2020,6862,0.0035539023485467447
K47,黑色紡錘線,20,2021,7337,0.003005535380348086
K47,黑色紡錘線,20,2022,7160,0.0026493263297707797
K47,黑色紡錘線,20,2023,7021,0.0015411810693533674
K47,黑色紡錘線,20,2024,7854,0.0005890106163512704
K47,黑色紡錘線,20,2025,7698,-0.0003479812867517704
K47,黑色紡錘線,20,2026,4752,0.0006934958387422731
K47,黑色紡錘線,60,2017,5093,-0.0009037037770627776
K47,黑色紡錘線,60,2018,5996,0.0013384228335937048
K47,黑色紡錘線,60,2019,5589,-0.00010387441063964214
K47,黑色紡錘線,60,2020,6825,0.005378634990492665
K47,黑色紡錘線,60,2021,7309,0.003062561348238868
K47,黑色紡錘線,60,2022,7122,0.00497136912857161
K47,黑色紡錘線,60,2023,7004,0.0022231240661448153
K47,黑色紡錘線,60,2024,7837,-0.0006872388387635443
K47,黑色紡錘線,60,2025,7670,-0.001086990147028829
K47,黑色紡錘線,60,2026,3300,0.01302224567634885
K47,黑色紡錘線,120,2017,5043,-0.003359260883656009
K47,黑色紡錘線,120,2018,5942,0.0033032151509682075
K47,黑色紡錘線,120,2019,5549,-0.0051807945481012994
K47,黑色紡錘線,120,2020,6776,0.004666681890244513
K47,黑色紡錘線,120,2021,7268,-0.0037129472378634727
K47,黑色紡錘線,120,2022,7074,0.002943219021418681
K47,黑色紡錘線,120,2023,6972,0.0050970675920882095
K47,黑色紡錘線,120,2024,7810,-0.0020089838124280174
K47,黑色紡錘線,120,2025,7635,-0.003494499206713603
K47,黑色紡錘線,120,2026,1165,0.03312256161164162
K48,開盤白色光頭光腳,20,2017,6795,-0.0005217514024113336
K48,開盤白色光頭光腳,20,2018,7868,0.001371866878839672
K48,開盤白色光頭光腳,20,2019,8177,0.0036161772478978805
K48,開盤白色光頭光腳,20,2020,8259,0.001911360904138958
K48,開盤白色光頭光腳,20,2021,7607,0.0019644517106148754
K48,開盤白色光頭光腳,20,2022,7930,0.0017636000824092567
K48,開盤白色光頭光腳,20,2023,8528,0.00014495763917384477
K48,開盤白色光頭光腳,20,2024,8660,5.596478325008435e-05
K48,開盤白色光頭光腳,20,2025,8797,-0.0003160660698561204
K48,開盤白色光頭光腳,20,2026,4498,0.0036176173538708385
K48,開盤白色光頭光腳,60,2017,6720,0.0028409884117896506
K48,開盤白色光頭光腳,60,2018,7793,0.00021376390792222935
K48,開盤白色光頭光腳,60,2019,8114,0.006160390517643977
K48,開盤白色光頭光腳,60,2020,8203,0.0024839126848358187
K48,開盤白色光頭光腳,60,2021,7553,0.004253920190707298
K48,開盤白色光頭光腳,60,2022,7861,0.0032110198147947693
K48,開盤白色光頭光腳,60,2023,8487,0.0067002029058810175
K48,開盤白色光頭光腳,60,2024,8631,0.0004720933146192437
K48,開盤白色光頭光腳,60,2025,8745,0.0006433004409141044
K48,開盤白色光頭光腳,60,2026,3058,0.0224206659519267
K48,開盤白色光頭光腳,120,2017,6622,0.0037008446573506774
K48,開盤白色光頭光腳,120,2018,7694,-0.0012215962430407487
K48,開盤白色光頭光腳,120,2019,8029,0.008495315239112509
K48,開盤白色光頭光腳,120,2020,8108,0.0024446958691582816
K48,開盤白色光頭光腳,120,2021,7482,0.009653177038034083
K48,開盤白色光頭光腳,120,2022,7773,0.006774087931987007
K48,開盤白色光頭光腳,120,2023,8436,0.008720209141940738
K48,開盤白色光頭光腳,120,2024,8586,-0.003906268493344557
K48,開盤白色光頭光腳,120,2025,8681,0.010303790108170037
K48,開盤白色光頭光腳,120,2026,1244,-1.4039624031605585e-05
K49,墓碑十字,20,2017,2444,0.00018122698525672922
K49,墓碑十字,20,2018,2785,-0.0024994063515318596
K49,墓碑十字,20,2019,3246,0.002621562492632804
K49,墓碑十字,20,2020,2668,-0.0035782919909737284
K49,墓碑十字,20,2021,2668,-0.0005938718719312609
K49,墓碑十字,20,2022,2440,-3.667902632367196e-05
K49,墓碑十字,20,2023,2884,-0.001013961416426722
K49,墓碑十字,20,2024,2725,0.003291334786431695
K49,墓碑十字,20,2025,2740,-0.003779756313103628
K49,墓碑十字,20,2026,1258,0.002474105229859204
K49,墓碑十字,60,2017,2420,-0.00166386945617858
K49,墓碑十字,60,2018,2766,-0.005289417025505264
K49,墓碑十字,60,2019,3222,0.002789938355576848
K49,墓碑十字,60,2020,2639,-0.012320022786081658
K49,墓碑十字,60,2021,2645,-0.00355137767014203
K49,墓碑十字,60,2022,2409,0.004148156065330719
K49,墓碑十字,60,2023,2863,-0.003990119546424603
K49,墓碑十字,60,2024,2715,0.00443740229187373
K49,墓碑十字,60,2025,2721,-0.003774801563981057
K49,墓碑十字,60,2026,883,0.014988974863097174
K49,墓碑十字,120,2017,2375,-0.016751986997648332
K49,墓碑十字,120,2018,2734,0.004268506800025327
K49,墓碑十字,120,2019,3188,0.0017151085397955237
K49,墓碑十字,120,2020,2615,-0.009780251544620514
K49,墓碑十字,120,2021,2608,0.00042434536561862177
K49,墓碑十字,120,2022,2376,0.012827842774857181
K49,墓碑十字,120,2023,2843,0.0027280174566916525
K49,墓碑十字,120,2024,2699,0.002752591113730794
K49,墓碑十字,120,2025,2702,-0.0014534196723259094
K49,墓碑十字,120,2026,320,0.037847689234882284
K50,南方十字,20,2017,8512,-0.0004863495853607694
K50,南方十字,20,2018,10021,-0.001253624460940951
K50,南方十字,20,2019,9116,0.00033839071242362177
K50,南方十字,20,2020,9390,0.0001873098625894094
K50,南方十字,20,2021,9498,0.0022382697455539564
K50,南方十字,20,2022,10174,-0.0014342435957155498
K50,南方十字,20,2023,9328,0.00034990268978950825
K50,南方十字,20,2024,10601,0.0006311617342652242
K50,南方十字,20,2025,10787,0.0016054428210098668
K50,南方十字,20,2026,6135,0.0021060474782749073
K50,南方十字,60,2017,8444,0.0011486040609868181
K50,南方十字,60,2018,9920,-0.00029230686545222366
K50,南方十字,60,2019,9039,0.0018629858985542724
K50,南方十字,60,2020,9319,0.0017251008026357992
K50,南方十字,60,2021,9435,0.003603294045723373
K50,南方十字,60,2022,10085,-0.00317291226176085
K50,南方十字,60,2023,9273,0.002538224394645871
K50,南方十字,60,2024,10566,0.0013961558040949302
K50,南方十字,60,2025,10728,0.0032879095354336205
K50,南方十字,60,2026,4280,0.010640474606932484
K50,南方十字,120,2017,8332,0.0012322768313863643
K50,南方十字,120,2018,9797,0.0005304098480875286
K50,南方十字,120,2019,8940,0.0018530597193509091
K50,南方十字,120,2020,9218,0.005857279643081476
K50,南方十字,120,2021,9349,0.00035168698093782867
K50,南方十字,120,2022,9958,-0.00604818018685325
K50,南方十字,120,2023,9206,0.003348867964159538
K50,南方十字,120,2024,10505,-0.0008635218097456063
K50,南方十字,120,2025,10654,0.016570415258612158
K50,南方十字,120,2026,1556,0.029547566550900496
K51,最後吞噬頂,20,2017,4397,-0.0010679898535162972
K51,最後吞噬頂,20,2018,4946,-0.0024568481919658588
K51,最後吞噬頂,20,2019,5611,-0.000968655334927843
K51,最後吞噬頂,20,2020,5446,0.0004888245458584121
K51,最後吞噬頂,20,2021,5507,0.0021079760520921905
K51,最後吞噬頂,20,2022,5357,-0.001355927980780729
K51,最後吞噬頂,20,2023,5955,-0.0010548662002091264
K51,最後吞噬頂,20,2024,5613,-0.002739251710959499
K51,最後吞噬頂,20,2025,5301,-0.0018504078701813817
K51,最後吞噬頂,20,2026,2836,-0.0008318182143413829
K51,最後吞噬頂,60,2017,4359,-0.003791498020778218
K51,最後吞噬頂,60,2018,4915,-0.005307979156373643
K51,最後吞噬頂,60,2019,5572,-0.0014828350150759794
K51,最後吞噬頂,60,2020,5400,0.0041335289568159095
K51,最後吞噬頂,60,2021,5469,-0.000590305676471115
K51,最後吞噬頂,60,2022,5320,-0.007122507138488724
K51,最後吞噬頂,60,2023,5929,-0.001752993611323911
K51,最後吞噬頂,60,2024,5600,-0.0026572561200435066
K51,最後吞噬頂,60,2025,5274,-0.002384706292641648
K51,最後吞噬頂,60,2026,1900,-0.007346010657567869
K51,最後吞噬頂,120,2017,4300,-0.002478647275790508
K51,最後吞噬頂,120,2018,4855,-0.0038899034003652736
K51,最後吞噬頂,120,2019,5530,-0.0028399239624764313
K51,最後吞噬頂,120,2020,5352,0.0038622184572017597
K51,最後吞噬頂,120,2021,5424,3.264266377416556e-05
K51,最後吞噬頂,120,2022,5262,-0.006133002251955007
K51,最後吞噬頂,120,2023,5898,-0.008779575389942515
K51,最後吞噬頂,120,2024,5568,-0.005675175533547812
K51,最後吞噬頂,120,2025,5229,-0.008657703698417993
K51,最後吞噬頂,120,2026,765,0.008100867652786512
K52,空頭母子十字,20,2017,677,0.0003844570807569317
K52,空頭母子十字,20,2018,863,-3.4095290621988925e-06
K52,空頭母子十字,20,2019,1075,-0.005819809548711771
K52,空頭母子十字,20,2020,839,0.005500551061659738
K52,空頭母子十字,20,2021,786,0.002213351826367589
K52,空頭母子十字,20,2022,778,0.008319881759920524
K52,空頭母子十字,20,2023,896,0.0019926509506659677
K52,空頭母子十字,20,2024,707,1.7583687183818198e-05
K52,空頭母子十字,20,2025,782,-0.0015122722657666344
K52,空頭母子十字,20,2026,351,0.017113898941436126
K52,空頭母子十字,60,2017,667,0.0031326282971048417
K52,空頭母子十字,60,2018,854,0.005998835055472395
K52,空頭母子十字,60,2019,1070,-0.005666019499031272
K52,空頭母子十字,60,2020,833,0.003243214983198342
K52,空頭母子十字,60,2021,782,0.006520410898469327
K52,空頭母子十字,60,2022,772,0.01636439128223705
K52,空頭母子十字,60,2023,888,0.004127299849356966
K52,空頭母子十字,60,2024,704,-0.0020152174430891406
K52,空頭母子十字,60,2025,776,-0.009547650910099228
K52,空頭母子十字,60,2026,232,0.05142372022204541
K52,空頭母子十字,120,2017,660,0.005407398537021104
K52,空頭母子十字,120,2018,846,0.013047221906585006
K52,空頭母子十字,120,2019,1058,0.000407748915887477
K52,空頭母子十字,120,2020,819,-0.026966752123025812
