vid,型態,族,H,d,名稱方向,原始,合併後,合併掉,剔除_硬斷點,剔除_T+1停牌,剔除_T+1開盤漲停,剔除_T+1開盤跌停,保留,身分,n_eff上限,n,dX̄,中位,勝率,最差,p10,p90,se,lo,hi,群數,分群單位,bonf_lo,bonf_hi,bonf不含0,se_非重疊,lo_非重疊,hi_非重疊,非重疊區段數,n_eff,出口,結果,配對剔除數,對照數_中位,對照數_最小,X̄（未乘d）,R̄,對照R̄,只配r10_對照數_中位,配對剔除明細,未配對_dXu_n,未配對_dXu_平均,未配對_dXu_lo,未配對_dXu_hi,未配對_dXu_標籤,只配r10_dX_n,只配r10_dX_平均,只配r10_dX_lo,只配r10_dX_hi,只配r10_dX_標籤,上市_n,上市_平均,上市_lo,上市_hi,上市_標籤,上櫃_n,上櫃_平均,上櫃_lo,上櫃_hi,上櫃_標籤,假訊號_新預設_x2,假訊號_新預設_x3,假訊號_新預設_平均dX,假訊號_新預設_帳,假訊號_不排除_x2,假訊號_不排除_x3,假訊號_不排除_平均dX,假訊號_不排除_帳,120日區段數,註,句子
S04,對稱三角_向上,乙,60,1,1.0,363,316,47,10,4,1,0,301,判定格,38.0,286.0,-0.009178139083199146,-0.04800266851144351,0.34965034965034963,-0.5396733588146518,-0.17548528526098472,0.15837895880610225,0.014421844023678026,-0.037444953369608076,0.01908867520320979,37.0,60日區段,-0.06160425627654767,0.04324797811014938,False,0.013950695573680486,-0.0365215024076129,0.018165224241214604,37.0,37.0,出口②,結果①,15.0,164.0,138.0,-0.009178139083199146,0.027514554065609414,0.03669269314880856,,"{""錨點量不可算"": 15}",286.0,-0.007284830526109533,-0.03631916038952158,0.021749499337302514,結果①,,,,,,165.0,-0.014259528302324189,-0.04639649205034457,0.0178774354456962,結果①,121.0,-0.002248971966210452,-0.03263849804150129,0.02814055410908039,結果①,0.0,0.0,-0.0007965577546206118,"{""抽出"": 9030, ""剔除"": 348, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 195}",0.0,1.0,-0.0007927452859975419,"{""抽出"": 9030, ""剔除"": 326, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 183}",,,樣本中等（n_eff＝37，介於 30 與 100 之間）：對稱三角_向上之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.92%，95% CI -3.74% ～ +1.91%）
S04,對稱三角_向上,乙,120,1,1.0,358,311,47,13,4,1,0,293,H120 描述,,279.0,-0.02167196509107821,-0.08253713384250809,0.3046594982078853,-1.0055077983273208,-0.2779390207948085,0.23002704151958092,,,,,,,,,,,,,,,H120描述,14.0,162.0,137.0,-0.02167196509107821,0.051202567828313526,0.07287453291939172,,"{""錨點量不可算"": 14}",279.0,-0.018483289779028942,,,,,,,,,161.0,-0.036974275855571885,,,,118.0,-0.0007933885395232847,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,對稱三角_向上（H120）：依構造不可判定（只描述：d×X̄ -2.17%、中位 -8.25%）
S05,對稱三角_向下,乙,20,-1,-1.0,373,322,51,3,1,2,0,316,判定格,94.0,298.0,0.01056368998745946,0.01029455504676755,0.5671140939597316,-0.330668677490662,-0.07501334977788776,0.09794608139219252,0.004963555652090594,0.0008351209093618965,0.020292259065557025,92.0,曆月,-0.007479768940883922,0.028607148915802842,False,0.005388965200500787,1.318194477918297e-06,0.021126061780441005,92.0,92.0,出口②,結果②,18.0,164.0,131.0,-0.01056368998745946,-0.0012317248828463058,0.009331965104613154,,"{""錨點量不可算"": 18}",298.0,0.01111256806147624,0.0006986324512373542,0.021526503671715127,結果②,,,,,,163.0,0.003745910855881536,-0.012885465803203931,0.020377287514967004,結果①,135.0,0.018795527012994286,0.006491037313607763,0.03110001671238081,結果②,2.0,0.0,0.0028357776688684644,"{""抽出"": 9480, ""剔除"": 309, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 190}",3.0,1.0,0.0011381977352616626,"{""抽出"": 9480, ""剔除"": 337, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 210}",,,⚠ 隨機挑日子也有 2／30 次同樣過關。樣本中等（n_eff＝92，介於 30 與 100 之間）：對稱三角_向下之後 20 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 1.06%（95% CI +0.08% ～ +2.03%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）；照名稱方向讀：名稱方向（看跌）多走 +1.06%
S05,對稱三角_向下,乙,60,-1,-1.0,369,318,51,6,1,2,0,309,判定格,37.0,291.0,0.01182936314832258,0.03809496211710478,0.6048109965635738,-1.3355954814295705,-0.14347151703811933,0.16372047387732774,0.010776571025615316,-0.009292716061883437,0.0329514423585286,37.0,60日區段,-0.027345500662696955,0.05100422695934211,False,0.012767268568140956,-0.013194483245233693,0.03685320954187885,37.0,37.0,出口②,結果①,18.0,163.0,128.0,-0.01182936314832258,0.015172321843878166,0.027001684992200747,,"{""錨點量不可算"": 18}",291.0,0.013505749125263453,-0.00865644702456089,0.03566794527508779,結果①,,,,,,159.0,0.011447502496018214,-0.01637365349975707,0.0392686584917935,結果①,132.0,0.012289331661325573,-0.023866421515438746,0.04844508483808989,結果①,2.0,0.0,0.004302075739399418,"{""抽出"": 9270, ""剔除"": 329, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 204}",0.0,0.0,0.001977687141934094,"{""抽出"": 9270, ""剔除"": 358, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 202}",,,樣本中等（n_eff＝37，介於 30 與 100 之間）：對稱三角_向下之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +1.18%，95% CI -0.93% ～ +3.30%）
S05,對稱三角_向下,乙,120,-1,-1.0,365,314,51,13,0,2,0,299,H120 描述,,281.0,0.0054445993204117185,0.03906540946576757,0.5836298932384342,-2.7039706225259916,-0.28211639253296694,0.25114077138930707,,,,,,,,,,,,,,,H120描述,18.0,162.0,124.0,-0.0054445993204117185,0.056096892420509865,0.061541491740921585,,"{""錨點量不可算"": 18}",281.0,0.01121020574826109,,,,,,,,,155.0,0.01089225061900292,,,,126.0,-0.0012568764834107779,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,對稱三角_向下（H120）：依構造不可判定（只描述：d×X̄ +0.54%、中位 +3.91%）
S06,上升三角_向上,乙,20,1,1.0,2053,1770,283,47,5,11,0,1707,判定格,110.0,1687.0,0.011876256702957432,-0.005513867750221251,0.46295198577356256,-0.35349028082682354,-0.07677344912706899,0.10277482294573452,0.00271373484320732,0.006557336410271084,0.01719517699564378,110.0,曆月,0.0020113198274734068,0.021741193578441457,True,0.0037481661276841513,0.004529851092696495,0.01922266231321837,112.0,110.0,出口③,結果②,20.0,162.0,133.0,0.011876256702957432,0.017622157438920122,0.0057459007359626935,,"{""錨點量不可算"": 20}",1687.0,0.012558675754946836,0.007217154697919776,0.017900196811973898,結果②,,,,,,990.0,0.008447833681273694,0.0021505397911487176,0.01474512757139867,結果②,697.0,0.01674589628899316,0.007647044342486737,0.02584474823549958,結果②,1.0,0.0,0.0010640368646296873,"{""抽出"": 51210, ""剔除"": 1411, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 763}",1.0,0.0,0.00033074073440522413,"{""抽出"": 51210, ""剔除"": 1331, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 722}",,,上升三角_向上之後 20 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 1.19%（95% CI +0.66% ～ +1.72%）；Bonferroni（0.05／180）也不含 0 ⇒ 可單獨引用；照名稱方向讀：名稱方向（看漲）多走 +1.19%
S06,上升三角_向上,乙,60,1,1.0,2029,1749,280,50,5,11,0,1683,判定格,38.0,1665.0,0.015076348700105154,-0.014775826009591021,0.44324324324324327,-0.5850483620924747,-0.14479486730880609,0.18169991423432008,0.004452927201469597,0.006348611385224745,0.023804086014985563,38.0,60日區段,-0.001110879710797985,0.031263577111008294,False,0.007348039847464912,0.0006741905990739257,0.02947850680113638,38.0,38.0,出口②,結果②,18.0,161.0,127.0,0.015076348700105154,0.045597543777244086,0.030521195077138942,,"{""錨點量不可算"": 18}",1665.0,0.016946101521288434,0.00767535213885044,0.026216850903726427,結果②,,,,,,976.0,0.010571083814655532,-2.0258843376304986e-05,0.02116242647268737,結果①,689.0,0.02145826238399315,0.006343397276898963,0.036573127491087334,結果②,0.0,0.0,5.82040958216808e-05,"{""抽出"": 50490, ""剔除"": 1520, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 718}",3.0,0.0,0.0010502983377042386,"{""抽出"": 50490, ""剔除"": 1511, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 688}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：上升三角_向上之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 1.51%（95% CI +0.63% ～ +2.38%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）；照名稱方向讀：名稱方向（看漲）多走 +1.51%
S06,上升三角_向上,乙,120,1,1.0,2010,1730,280,60,5,9,0,1656,H120 描述,,1639.0,0.030162743603420833,-0.021789869905704806,0.4453935326418548,-0.7570645479639782,-0.20872543390804035,0.29521216107327114,,,,,,,,,,,,,,,H120描述,17.0,160.0,124.0,0.030162743603420833,0.09970660755179801,0.06954386394837717,,"{""錨點量不可算"": 17}",1639.0,0.031420862471263,,,,,,,,,964.0,0.027743562984014442,,,,675.0,0.03361769192506197,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,上升三角_向上（H120）：依構造不可判定（只描述：d×X̄ +3.02%、中位 -2.18%）
S07,上升三角_向下,乙,20,-1,-1.0,2972,2432,540,63,16,0,2,2351,判定格,111.0,2332.0,-0.00020524058767436163,0.009255364468168197,0.5870497427101201,-0.9312014156042566,-0.07401627894516447,0.07068353985933204,0.0020481940035635216,-0.004219700834658864,0.0038092196593101407,111.0,曆月,-0.007650811257363929,0.007240330082015207,False,0.0028062545057125575,-0.005705499418870974,0.005295018243522251,113.0,111.0,出口③,結果①,19.0,162.0,108.0,0.00020524058767436163,0.007530100550600288,0.007324859962925926,,"{""錨點量不可算"": 19}",2332.0,-1.5341397515166533e-05,-0.004103805204021325,0.0040731224089909914,結果①,,,,,,1359.0,0.0008654125098256717,-0.0038352616734452236,0.005566086693096567,結果①,973.0,-0.0017006337629082212,-0.007524727410482288,0.004123459884665846,結果①,1.0,0.0,0.00033409331424374706,"{""抽出"": 70530, ""剔除"": 2081, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 909}",0.0,1.0,-0.00031315407486952253,"{""抽出"": 70530, ""剔除"": 2007, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 850}",,,上升三角_向下之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.02%，95% CI -0.42% ～ +0.38%）
S07,上升三角_向下,乙,60,-1,-1.0,2944,2407,537,72,16,0,1,2318,判定格,38.0,2301.0,-0.0022669602261951153,0.022625882647538426,0.5888744024337245,-2.3383331775288623,-0.1523191888553881,0.14732223827296453,0.0036057895727706246,-0.00933430778882554,0.004800387336435308,38.0,60日區段,-0.015374683926871802,0.010840763474481572,False,0.005702951934994168,-0.013444746018783685,0.008910825566393455,38.0,38.0,出口②,結果①,17.0,161.0,108.0,0.0022669602261951153,0.03491754055653698,0.032650580330341857,,"{""錨點量不可算"": 17}",2301.0,-0.0036243770625249802,-0.010649464702839057,0.003400710577789096,結果①,,,,,,1345.0,-0.00019039875036004473,-0.0105352673372046,0.010154469836484511,結果①,956.0,-0.005188482386235041,-0.017077785228419688,0.006700820455949605,結果①,5.0,0.0,0.002448261700926799,"{""抽出"": 69540, ""剔除"": 2298, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 921}",1.0,0.0,0.002307547587462819,"{""抽出"": 69540, ""剔除"": 2220, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 918}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：上升三角_向下之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.23%，95% CI -0.93% ～ +0.48%）
S07,上升三角_向下,乙,120,-1,-1.0,2903,2375,528,83,15,0,1,2276,H120 描述,,2260.0,-0.010654454073528245,0.0381933054531159,0.5991150442477876,-5.9552741675233225,-0.25237667327124275,0.23067856678814297,,,,,,,,,,,,,,,H120描述,16.0,160.0,107.0,0.010654454073528245,0.08432060371121085,0.07366614963768262,,"{""錨點量不可算"": 16}",2260.0,-0.010892141383158816,,,,,,,,,1319.0,-0.008832637961712417,,,,941.0,-0.013208094298273288,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,上升三角_向下（H120）：依構造不可判定（只描述：d×X̄ -1.07%、中位 +3.82%）
S08,下降三角_向上,乙,20,1,1.0,3464,2827,637,57,30,12,0,2728,判定格,113.0,2700.0,0.002964598971196089,-0.010663048912854634,0.4177777777777778,-0.44793667481580274,-0.07822093814130393,0.08803645054175713,0.002131769662210889,-0.0012136695667372536,0.007142867509129432,113.0,曆月,-0.004784784946477889,0.010713982888870066,False,0.0024856533146806513,-0.0019072815255779872,0.007836479467970165,115.0,113.0,出口③,結果①,28.0,163.0,7.0,0.002964598971196089,0.008719333485679468,0.00575473451448338,,"{""錨點量不可算"": 28}",2700.0,0.0028635316791881635,-0.0012905912519487537,0.00701765461032508,結果①,,,,,,1542.0,0.0012439702527240653,-0.0037343066916498994,0.00622224719709803,結果①,1158.0,0.005255798870923084,-0.0010966103271341622,0.01160820806898033,結果①,0.0,4.0,-0.0014867719771187995,"{""抽出"": 81840, ""剔除"": 2457, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1370}",0.0,2.0,-0.0016179975758117548,"{""抽出"": 81840, ""剔除"": 2389, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1318}",,,下降三角_向上之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.30%，95% CI -0.12% ～ +0.71%）
S08,下降三角_向上,乙,60,1,1.0,3417,2790,627,80,28,12,0,2670,判定格,38.0,2644.0,0.007113693222116881,-0.025939312601306025,0.4009077155824508,-0.5225756241513366,-0.14883838404770477,0.1690890327916884,0.0048676393804236865,-0.002426879963513545,0.01665426640774731,38.0,60日區段,-0.01058109200743303,0.024808478451666793,False,0.004971451410660095,-0.0026303515427769063,0.01685773798701067,38.0,38.0,出口②,結果①,26.0,162.0,7.0,0.007113693222116881,0.0320562460085997,0.02494255278648282,,"{""錨點量不可算"": 26}",2644.0,0.006971619285529631,-0.002858445678043409,0.016801684249102673,結果①,,,,,,1509.0,0.001967079864486464,-0.010189101127378777,0.014123260856351703,結果①,1135.0,0.01395619503415591,0.00023743054852005605,0.027674959519791764,結果②,0.0,12.0,-0.00593885742615028,"{""抽出"": 80100, ""剔除"": 2636, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1291}",0.0,9.0,-0.00539088274009191,"{""抽出"": 80100, ""剔除"": 2592, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1278}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：下降三角_向上之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ +0.71%，95% CI -0.24% ～ +1.67%）
S08,下降三角_向上,乙,120,1,1.0,3334,2731,603,107,23,10,0,2591,H120 描述,,2566.0,0.00018138658341066447,-0.04970751715700548,0.38269680436477005,-0.8141737764005892,-0.24022385926427103,0.2504418135960522,,,,,,,,,,,,,,,H120描述,25.0,161.0,6.0,0.00018138658341066447,0.06065394191568612,0.06047255533227545,,"{""錨點量不可算"": 25}",2566.0,0.0006860365986371017,,,,,,,,,1472.0,-0.011610305112043794,,,,1094.0,0.01604735566541154,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,下降三角_向上（H120）：依構造不可判定（只描述：d×X̄ +0.02%、中位 -4.97%）
S09,下降三角_向下,乙,20,-1,-1.0,2607,2163,444,40,18,1,6,2098,判定格,110.0,2054.0,0.008827298675370108,0.0174701190321172,0.6329113924050633,-0.9841439435867706,-0.06419849978867904,0.0830927941307309,0.0021630970373969654,0.004587628482072056,0.01306696886866816,110.0,曆月,0.0009640338531343579,0.016690563497605858,True,0.002913857647325361,0.0031161376866124003,0.014538459664127815,111.0,110.0,出口③,結果②,44.0,163.0,73.0,-0.008827298675370108,0.0020870473473510206,0.010914346022721127,,"{""錨點量不可算"": 44}",2054.0,0.009052043438427923,0.004811883212240309,0.013292203664615539,結果②,,,,,,1161.0,0.009871618183119454,0.005127934485120606,0.014615301881118302,結果②,893.0,0.0074695663702223,0.0011712322133893604,0.01376790052705524,結果②,1.0,0.0,0.0013525903857324441,"{""抽出"": 62940, ""剔除"": 1963, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1154}",7.0,0.0,0.0024418671316829977,"{""抽出"": 62940, ""剔除"": 2008, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1141}",,,下降三角_向下之後 20 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 0.88%（95% CI +0.46% ～ +1.31%）；Bonferroni（0.05／180）也不含 0 ⇒ 可單獨引用；照名稱方向讀：名稱方向（看跌）多走 +0.88%
S09,下降三角_向下,乙,60,-1,-1.0,2581,2139,442,53,15,1,6,2064,判定格,38.0,2021.0,0.018628801968632206,0.03576756388199589,0.6427511133102425,-1.3969895170880782,-0.12714846929001522,0.16483016282298887,0.004934434901444846,0.008957309561800308,0.028300294375464104,38.0,60日區段,0.0006912024493633956,0.03656640148790102,True,0.004829394250768578,0.009163189237125793,0.02809441470013862,38.0,38.0,出口②,結果②,43.0,162.0,72.0,-0.018628801968632206,0.00964688555182946,0.028275687520461668,,"{""錨點量不可算"": 43}",2021.0,0.019224130622465984,0.009010214242785185,0.029438047002146785,結果②,,,,,,1142.0,0.020563695231069337,0.009891802560875844,0.03123558790126283,結果②,879.0,0.016114981598093863,0.005654397246562793,0.026575565949624933,結果②,15.0,0.0,0.007655330478360363,"{""抽出"": 61920, ""剔除"": 2200, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1182}",7.0,0.0,0.0066470011544031,"{""抽出"": 61920, ""剔除"": 2204, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1160}",,,⚠ 隨機挑日子也有 15／30 次同樣過關。樣本中等（n_eff＝38，介於 30 與 100 之間）：下降三角_向下之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 1.86%（95% CI +0.90% ～ +2.83%）；Bonferroni（0.05／180）也不含 0 ⇒ 可單獨引用；照名稱方向讀：名稱方向（看跌）多走 +1.86%
S09,下降三角_向下,乙,120,-1,-1.0,2505,2080,425,65,14,1,6,1994,H120 描述,,1953.0,0.03219168427584436,0.0651524133830684,0.6615463389656938,-2.911700390846538,-0.2065037872256489,0.2687296302799217,,,,,,,,,,,,,,,H120描述,41.0,161.0,71.0,-0.03219168427584436,0.033728872529264965,0.06592055680510933,,"{""錨點量不可算"": 41}",1953.0,0.03300218883173712,,,,,,,,,1108.0,0.03184613742738384,,,,845.0,0.03264478002506834,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,下降三角_向下（H120）：依構造不可判定（只描述：d×X̄ +3.22%、中位 +6.52%）
S10,上升楔形_向上,乙,20,1,1.0,2295,1971,324,28,4,25,1,1913,判定格,108.0,1902.0,0.012227832035694088,-0.009104658322829345,0.4516298633017876,-0.37790423286899827,-0.0986652277055969,0.142390165059479,0.0027290360589093438,0.006878921360231774,0.0175767427111564,108.0,曆月,0.0023072723614696276,0.022148391709918547,True,0.003817987861510827,0.0047445758271328665,0.01971108824425531,109.0,108.0,出口③,結果②,11.0,162.0,131.0,0.012227832035694088,0.017630429228460955,0.005402597192766867,,"{""錨點量不可算"": 11}",1902.0,0.012940555070298867,0.007391199665362586,0.018489910475235148,結果②,,,,,,1148.0,0.00818984809293581,0.00196453471892757,0.014415161466944049,結果②,754.0,0.018375850028116508,0.009613525076270136,0.027138174979962883,結果②,3.0,0.0,0.0019954067760356428,"{""抽出"": 57390, ""剔除"": 1304, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 662}",4.0,0.0,0.0018031777418476235,"{""抽出"": 57390, ""剔除"": 1399, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 680}",,,⚠ 隨機挑日子也有 3／30 次同樣過關。上升楔形_向上之後 20 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 1.22%（95% CI +0.69% ～ +1.76%）；Bonferroni（0.05／180）也不含 0 ⇒ 可單獨引用；照名稱方向讀：名稱方向（看漲）多走 +1.22%
S10,上升楔形_向上,乙,60,1,1.0,2275,1952,323,31,3,25,1,1892,判定格,37.0,1881.0,0.023274889652044436,-0.01810119447489661,0.44231791600212655,-0.4948646557396461,-0.16377589662206954,0.23917381206806998,0.005127171756623039,0.013225633009063278,0.03332414629502559,37.0,60日區段,0.00463665539144437,0.0419131239126445,True,0.007198260342723349,0.00916629938030667,0.0373834799237822,37.0,37.0,出口②,結果②,11.0,161.0,129.0,0.023274889652044436,0.05805462831181073,0.03477973865976629,,"{""錨點量不可算"": 11}",1881.0,0.025287889741113786,0.014527333843810506,0.03604844563841707,結果②,,,,,,1135.0,0.014799373579660246,0.002990119348725539,0.026608627810594955,結果②,746.0,0.03616994426619464,0.020777833694400824,0.05156205483798845,結果②,5.0,0.0,0.00439259159813802,"{""抽出"": 56760, ""剔除"": 1605, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 710}",7.0,0.0,0.004958363802843526,"{""抽出"": 56760, ""剔除"": 1595, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 631}",,,⚠ 隨機挑日子也有 5／30 次同樣過關。樣本中等（n_eff＝37，介於 30 與 100 之間）：上升楔形_向上之後 60 天，比同樣事前走勢、沒出現型態的股票，照文獻實測方向多走 2.33%（95% CI +1.32% ～ +3.33%）；Bonferroni（0.05／180）也不含 0 ⇒ 可單獨引用；照名稱方向讀：名稱方向（看漲）多走 +2.33%
S10,上升楔形_向上,乙,120,1,1.0,2249,1928,321,37,3,25,1,1862,H120 描述,,1851.0,0.03674672530204321,-0.02837190239758694,0.44084278768233387,-0.5604124339585307,-0.24381163632846592,0.3474683238140462,,,,,,,,,,,,,,,H120描述,11.0,160.0,127.0,0.03674672530204321,0.11313645064236602,0.07638972534032279,,"{""錨點量不可算"": 11}",1851.0,0.040051692607569814,,,,,,,,,1119.0,0.02016982472090365,,,,732.0,0.06208764299370329,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,上升楔形_向上（H120）：依構造不可判定（只描述：d×X̄ +3.67%、中位 -2.84%）
S11,上升楔形_向下,乙,20,-1,-1.0,4483,3629,854,77,16,1,3,3532,判定格,112.0,3498.0,-0.003039998844007963,0.007574924768171509,0.5614636935391653,-1.2103638522815863,-0.09159125569183928,0.0760206013658472,0.0016510765460195488,-0.006276108874206278,0.00019611118619035275,111.0,曆月,-0.009041972818674106,0.002961975130658181,False,0.0030047641096788494,-0.008929336498978507,0.0028493388109625817,113.0,111.0,出口③,結果①,34.0,161.0,99.0,0.003039998844007963,0.010315630666383142,0.00727563182237518,,"{""錨點量不可算"": 34}",3498.0,-0.0027901809139082067,-0.006211645497783151,0.0006312836699667373,結果①,,,,,,2100.0,-0.002515239711861793,-0.006690845800936089,0.0016603663772125038,結果①,1398.0,-0.0038282636347854704,-0.008273442270962448,0.0006169150013915063,結果①,0.0,1.0,-0.000725433466317029,"{""抽出"": 105960, ""剔除"": 2739, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1187}",0.0,1.0,-0.0002588922469669927,"{""抽出"": 105960, ""剔除"": 2665, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1243}",,,上升楔形_向下之後 20 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.30%，95% CI -0.63% ～ +0.02%）
S11,上升楔形_向下,乙,60,-1,-1.0,4453,3600,853,87,16,1,3,3493,判定格,38.0,3462.0,-0.005596292714493363,0.019101640499402092,0.5756787983824379,-1.7162351778698288,-0.16748772549780994,0.146843873774342,0.003870345699353439,-0.013182170285226103,0.001989584856239378,38.0,60日區段,-0.019665727724325628,0.008473142295338904,False,0.005080575949769531,-0.015554221576041643,0.004361636147054917,38.0,38.0,出口②,結果①,31.0,160.0,98.0,0.005596292714493363,0.040527700786113785,0.03493140807162042,,"{""錨點量不可算"": 31}",3462.0,-0.006371524498403546,-0.014196005497243024,0.0014529565004359323,結果①,,,,,,2081.0,0.0010918452866833382,-0.007752134100529226,0.009935824673895902,結果①,1381.0,-0.015674507906708223,-0.026185568542457283,-0.005163447270959163,結果③,0.0,0.0,-0.0009568536544785917,"{""抽出"": 104790, ""剔除"": 3134, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1180}",0.0,1.0,-0.0011419990602172427,"{""抽出"": 104790, ""剔除"": 3047, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 1156}",,,樣本中等（n_eff＝38，介於 30 與 100 之間）：上升楔形_向下之後 60 天，比同樣事前走勢、沒出現型態的股票：測不出（d×X̄ -0.56%，95% CI -1.32% ～ +0.20%）
S11,上升楔形_向下,乙,120,-1,-1.0,4417,3571,846,107,16,1,3,3444,H120 描述,,3413.0,-0.0048307552896965636,0.032838260867876584,0.5880457075886317,-6.471121651446522,-0.24631639934141297,0.2333185194463923,,,,,,,,,,,,,,,H120描述,31.0,159.0,98.0,0.0048307552896965636,0.08792330628516465,0.08309255099546808,,"{""錨點量不可算"": 31}",3413.0,-0.005980092346418597,,,,,,,,,2055.0,0.01233268141305019,,,,1358.0,-0.03080340803207107,,,,,,,,,,,,19.0,依構造不可判定（只描述；⛔ 不印 CI）,上升楔形_向下（H120）：依構造不可判定（只描述：d×X̄ -0.48%、中位 +3.28%）
S12,下降楔形_向上,乙,20,1,1.0,8160,6361,1799,193,60,51,6,6051,判定格,113.0,5936.0,-0.004260115081232165,-0.014863670407572017,0.3942048517520216,-0.5967914764555394,-0.09533931143422383,0.08771209031190216,0.0017612445743942396,-0.007712154447044875,-0.0008080757154194556,113.0,曆月,-0.010662570572481699,0.0021423404100173685,False,0.0021851020166511804,-0.008542915033868479,2.2684871404148738e-05,115.0,113.0,出口③,結果③,115.0,164.0,87.0,-0.004260115081232165,0.002286920125610662,0.006547035206842828,,"{""錨點量不可算"": 115}",5936.0,-0.004373423864167317,-0.007735661418160627,-0.0010111863101740066,結果③,,,,,,3271.0,-0.006498556579449355,-0.010067843694118124,-0.002929269464780586,結果③,2665.0,-0.0015126696250714058,-0.0060448920769064895,0.0030195528267636784,結果①,0.0,9.0,-0.0020391406342221167,"{""抽出"": 181530, ""剔除"": 5941, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 4321}",0.0,6.0,-0.0013436230839928233,"{""抽出"": 181530, ""剔除"": 5877, ""配對格無對照股"": 0, ""可抽日不足"": 0, ""錨點不可算"": 4277}",,,下降楔形_向上之後 20 天，跟文獻實測方向相反：比對照組多跌 0.43%（95% CI -0.77% ～ -0.08%）；單格過關、但全族與運氣分不開（Bonferroni 下界含 0，⛔ 不單獨引用）；照名稱方向讀：名稱方向（看漲）多走 -0.43%
