market,出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值,Date,SecuritiesCompanyCode,CompanyName,待註銷股本股數（單位：股）
twse,1150906,115,2,4133,亞諾法,946992.00,405901.00,1352893.00,65016.00,14663.00,79679.00,605536.00,0.00,474527.00,197579.00,-4428.00,0.00,1273214.00,0.00,,0.00,1273214.00,,0.00,0.00,21.03,,,,
twse,1150906,115,2,4137,麗豐-KY,6926309.00,3081053.00,10007362.00,4226863.00,844514.00,5071377.00,824924.00,,1419485.00,2918190.00,-226614.00,,4935985.00,,,,4935985.00,,0.00,0.00,59.84,,,,
twse,1150906,115,2,4142,國光生,3202707.00,4910118.00,8112825.00,716463.00,2691434.00,3407897.00,4295078.00,,769837.00,-199996.00,52067.00,-292538.00,4624448.00,,,80480.00,4704928.00,0.00,0.00,8000000.00,10.97,,,,
twse,1150906,115,2,4148,全宇生技-KY,3397330.00,1149042.00,4546372.00,880160.00,163709.00,1043869.00,672357.00,,782370.00,1513112.00,-197195.00,,2770644.00,,,731859.00,3502503.00,,0.00,0.00,41.21,,,,
twse,1150906,115,2,4155,訊映,1374117.00,2619607.00,3993724.00,572558.00,846845.00,1419403.00,1446842.00,,871588.00,323771.00,-65422.00,-59215.00,2517564.00,,,56757.00,2574321.00,0.00,0.00,3953000.00,17.89,,,,
twse,1150906,115,2,4164,承業醫,5233268.00,10948828.00,16182096.00,3086859.00,5232183.00,8319042.00,1953110.00,,4858430.00,1105268.00,-406388.00,-40096.00,7470324.00,,,392730.00,7863054.00,0.00,0.00,1367000.00,38.52,,,,
twse,1150906,115,2,4169,泰宗,1561198.00,543067.00,2104265.00,133656.00,16167.00,149823.00,664316.00,,1334817.00,-4445.00,-40246.00,,1954442.00,,,,1954442.00,0.00,0.00,0.00,29.42,,,,
twse,1150906,115,2,4178,永笙-KY,3043001.00,412745.00,3455746.00,262281.00,1143445.00,1405726.00,2158670.00,,1487334.00,-1512760.00,-83224.00,,2050020.00,,,,2050020.00,,0.00,0.00,9.50,,,,
twse,1150906,115,2,4190,佐登-KY,2233245.00,5013145.00,7246390.00,3419117.00,2214532.00,5633649.00,614460.00,,761755.00,349360.00,-4398.00,-108436.00,1612741.00,,,,1612741.00,,0.00,2000000.00,27.13,,,,
twse,1150906,115,2,4195,基米-創,606676.00,844426.00,1451102.00,424256.00,278336.00,702592.00,800001.00,,89494.00,-222657.00,-1489.00,,665349.00,,,83161.00,748510.00,,0.00,0.00,8.32,,,,
twse,1150906,115,2,4306,炎洲,26606811.00,13141330.00,39748141.00,16945281.00,8105256.00,25050537.00,6767572.00,,2692737.00,3634023.00,1203954.00,-243995.00,14054291.00,,,643313.00,14697604.00,0.00,0.00,18791283.00,21.36,,,,
twse,1150906,115,2,4414,如興,8237793.00,5443802.00,13681595.00,8886266.00,370631.00,9256897.00,2909337.00,,1201877.00,-68679.00,163784.00,,4206319.00,,,218379.00,4424698.00,,0.00,0.00,14.59,,,,
twse,1150906,115,2,4426,利勤,694642.00,3420991.00,4115633.00,861316.00,1510711.00,2372027.00,1726773.00,,42859.00,-14506.00,-11999.00,,1743127.00,,,479.00,1743606.00,0.00,0.00,0.00,10.09,,,,
twse,1150906,115,2,4438,廣越,15353290.00,6148437.00,21501727.00,9191259.00,1586033.00,10777292.00,1134255.00,,3768138.00,4026173.00,-204029.00,-62946.00,8661591.00,,,2062844.00,10724435.00,,0.00,754000.00,76.87,,,,
twse,1150906,115,2,4439,冠星-KY,4290725.00,3015825.00,7306550.00,3125286.00,743972.00,3869258.00,381152.00,,1690398.00,1389531.00,23317.00,-47106.00,3437292.00,,,,3437292.00,,0.00,500000.00,91.38,,,,
twse,1150906,115,2,4440,宜新實業,529027.00,1547599.00,2076626.00,315252.00,425516.00,740768.00,675980.00,,281904.00,372177.00,5797.00,,,,,,1335858.00,,0.00,0.00,19.76,,,,
twse,1150906,115,2,4441,振大環球,7225729.00,2675670.00,9901399.00,2968929.00,52139.00,3021068.00,681756.00,,2408345.00,3744576.00,36721.00,,6871398.00,,,8933.00,6880331.00,,0.00,0.00,100.79,,,,
twse,1150906,115,2,4526,東台,8156077.00,5622396.00,13778473.00,7314641.00,1385816.00,8700457.00,2548265.00,,995261.00,600327.00,942341.00,-76916.00,5009278.00,,,68738.00,5078016.00,,0.00,3000000.00,19.89,,,,
twse,1150906,115,2,4532,瑞智,24938096.00,7015460.00,31953556.00,18948289.00,1297022.00,20245311.00,4948951.00,,1345276.00,4837293.00,-288677.00,-209890.00,10632953.00,,,1075292.00,11708245.00,,0.00,8920000.00,21.88,,,,
twse,1150906,115,2,4536,拓凱,9854377.00,5247088.00,15101465.00,3712972.00,1455066.00,5168038.00,908200.00,,1639532.00,7023820.00,-134045.00,,9437507.00,,,495920.00,9933427.00,,0.00,0.00,103.91,,,,
twse,1150906,115,2,4540,全球傳動,4293765.00,3685544.00,7979309.00,2423210.00,2064244.00,4487454.00,1151868.00,,2244468.00,28786.00,66733.00,,3491855.00,,,,3491855.00,,0.00,0.00,30.31,,,,
twse,1150906,115,2,4545,銘鈺,1955528.00,1390955.00,3346483.00,1190709.00,213430.00,1404139.00,770000.00,,642785.00,522626.00,6933.00,,1942344.00,,,,1942344.00,0.00,0.00,0.00,25.23,,,,
twse,1150906,115,2,4551,智伸科,10897865.00,3934953.00,14832818.00,4910224.00,667765.00,5577989.00,1152225.00,,3696715.00,4267340.00,138549.00,,9254829.00,,,,9254829.00,,0.00,0.00,80.32,,,,
twse,1150906,115,2,4552,力達-KY,4010599.00,4357305.00,8367904.00,1230754.00,674048.00,1904802.00,1160000.00,,1548200.00,3891268.00,-136366.00,,6463102.00,,,,6463102.00,0.00,0.00,0.00,55.72,,,,
twse,1150906,115,2,4555,氣立,2385149.00,2210200.00,4595349.00,625392.00,933891.00,1559283.00,699876.00,,714369.00,1527958.00,2114.00,-22333.00,2921984.00,,,114082.00,3036066.00,,0.00,500000.00,42.05,,,,
twse,1150906,115,2,4557,永新-KY,3109502.00,2641331.00,5750833.00,2727934.00,256848.00,2984782.00,479718.00,,1374003.00,748864.00,-65455.00,,2537130.00,,,228921.00,2766051.00,0.00,0.00,0.00,52.89,,,,
twse,1150906,115,2,4560,強信-KY,1875740.00,851703.00,2727443.00,657883.00,28364.00,686247.00,680972.00,,396563.00,921773.00,41888.00,,2041196.00,,,,2041196.00,,0.00,0.00,29.97,,,,
twse,1150906,115,2,4562,穎漢,1318757.00,923089.00,2241846.00,1053046.00,270575.00,1323621.00,875460.00,,347593.00,-338976.00,25038.00,,909115.00,,,9110.00,918225.00,,0.00,0.00,10.38,,,,
twse,1150906,115,2,4564,元翎,1558759.00,4867240.00,6425999.00,1045346.00,1427803.00,2473149.00,2327883.00,,1789669.00,-160440.00,-4262.00,,3952850.00,,,,3952850.00,,0.00,0.00,16.98,,,,
twse,1150906,115,2,4566,時碩工業,5433448.00,5817846.00,11251294.00,3783630.00,2319061.00,6102691.00,1103810.00,,2823500.00,1067821.00,64457.00,,5059588.00,,,89015.00,5148603.00,0.00,0.00,0.00,45.84,,,,
twse,1150906,115,2,4569,六方科-KY,2091111.00,1607641.00,3698752.00,308267.00,624081.00,932348.00,306000.00,,1830400.00,662738.00,-9524.00,-26557.00,2763057.00,,,3347.00,2766404.00,0.00,0.00,204000.00,90.90,,,,
twse,1150906,115,2,4571,鈞興-KY,3292247.00,1089967.00,4382214.00,1055600.00,56737.00,1112337.00,530171.00,,1203950.00,1557691.00,46195.00,-68130.00,3269877.00,,,,3269877.00,,0.00,818963.00,62.64,,,,
twse,1150906,115,2,4572,駐龍,1993462.00,1165565.00,3159027.00,999919.00,257491.00,1257410.00,400187.00,,112384.00,1389046.00,,,1901617.00,,,,1901617.00,0.00,0.00,0.00,47.52,,,,
twse,1150906,115,2,4576,大銀微系統,3397304.00,4165851.00,7563155.00,1694869.00,1189954.00,2884823.00,1198018.00,,1578181.00,1416323.00,98851.00,,4291373.00,,,386959.00,4678332.00,,0.00,0.00,35.82,,,,
twse,1150906,115,2,4581,光隆精密-KY,1670305.00,995738.00,2666043.00,707851.00,718157.00,1426008.00,338990.00,,367128.00,484040.00,48074.00,0.00,1238232.00,,,1803.00,1240035.00,,0.00,0.00,36.53,,,,
twse,1150906,115,2,4582,聚恆-創,2114897.00,1920549.00,4035446.00,2075222.00,453282.00,2528504.00,754800.00,,260395.00,483898.00,-193.00,,1498900.00,,,8042.00,1506942.00,0.00,0.00,0.00,19.86,,,,
twse,1150906,115,2,4583,台灣精銳,7081009.00,4049867.00,11130876.00,559523.00,637980.00,1197503.00,801714.00,,722914.00,8408745.00,0.00,,9933373.00,,,,9933373.00,,0.00,0.00,123.90,,,,
twse,1150906,115,2,4585,達明,2669319.00,5125816.00,7795135.00,784374.00,22559.00,806933.00,1046090.00,,5434156.00,482913.00,25043.00,,6988202.00,,,,6988202.00,0.00,0.00,0.00,66.80,,,,
twse,1150906,115,2,4588,玖鼎電力,1408690.00,988899.00,2397589.00,933076.00,605748.00,1538824.00,429850.00,,272964.00,155951.00,,,,,,,858765.00,0.00,0.00,0.00,19.98,,,,
twse,1150906,115,2,4590,富田-創,3336341.00,2946503.00,6282844.00,1559531.00,1148951.00,2708482.00,548384.00,,2523987.00,502869.00,-878.00,,,,,,3574362.00,,0.00,0.00,65.18,,,,
twse,1150906,115,2,4720,德淵,2255365.00,1542440.00,3797805.00,1534394.00,472970.00,2007364.00,1145160.00,,124374.00,393361.00,-35450.00,,1627445.00,,,162996.00,1790441.00,,0.00,0.00,14.21,,,,
twse,1150906,115,2,4722,國精化,3944602.00,4363819.00,8308421.00,1438913.00,3409304.00,4848217.00,1037651.00,,731755.00,1674335.00,16463.00,,3460204.00,,,,3460204.00,0.00,0.00,0.00,33.66,,,,
twse,1150906,115,2,4736,泰博,8755210.00,5622327.00,14377537.00,2744266.00,274475.00,3018741.00,1049118.00,,1711736.00,8087769.00,327608.00,-169141.00,11007090.00,,,351706.00,11358796.00,,0.00,1334000.00,117.05,,,,
twse,1150906,115,2,4737,華廣,1577100.00,4071439.00,5648539.00,2041191.00,1495451.00,3536642.00,776843.00,,1323882.00,-133362.00,133461.00,,2100824.00,,,11073.00,2111897.00,,70200.00,0.00,27.14,,,,
twse,1150906,115,2,4739,康普,7760935.00,5867246.00,13628181.00,4172300.00,2019662.00,6191962.00,1246513.00,,3772270.00,1430237.00,-11350.00,-3268.00,6434402.00,,,1001817.00,7436219.00,0.00,2044.00,673495.00,51.90,,,,
twse,1150906,115,2,4746,台耀,5359685.00,8548008.00,13907693.00,2878436.00,2733288.00,5611724.00,1202560.00,,3570410.00,2688109.00,-34681.00,,7426398.00,,,869571.00,8295969.00,,0.00,0.00,61.75,,,,
twse,1150906,115,2,4755,三福化,4342416.00,6243888.00,10586304.00,2628611.00,927593.00,3556204.00,1007060.00,,283700.00,3926604.00,1598023.00,,6815387.00,,,214713.00,7030100.00,,0.00,0.00,67.68,,,,
twse,1150906,115,2,4763,材料*-KY,19751615.00,4478065.00,24229680.00,4500314.00,202.00,4500516.00,989147.00,,3988643.00,13523110.00,1048959.00,,19549859.00,,,179305.00,19729164.00,,0.00,0.00,19.76,,,,
twse,1150906,115,2,4764,雙鍵,3048981.00,2353081.00,5402062.00,2175145.00,670148.00,2845293.00,855421.00,,358131.00,1254014.00,84205.00,,2551771.00,,,4998.00,2556769.00,,0.00,0.00,29.83,,,,
twse,1150906,115,2,4766,南寶,20239621.00,10879346.00,31118967.00,10556510.00,4706407.00,15262917.00,1205707.00,,2154064.00,9355006.00,1457355.00,,14172132.00,,,1683918.00,15856050.00,,0.00,0.00,117.54,,,,
twse,1150906,115,2,4770,上品,8234478.00,2057905.00,10292383.00,1765466.00,140633.00,1906099.00,799760.00,,2045485.00,5293548.00,247491.00,,8386284.00,,,,8386284.00,,0.00,0.00,104.86,,,,
twse,1150906,115,2,4771,望隼,2724573.00,5435515.00,8160088.00,1620483.00,1925057.00,3545540.00,587674.00,,1868524.00,1601493.00,85198.00,,4142889.00,,,471659.00,4614548.00,,12000.00,0.00,70.52,,,,
twse,1150906,115,2,4807,日成-KY,1291375.00,436262.00,1727637.00,577443.00,74739.00,652182.00,489960.00,,421115.00,76748.00,-9790.00,,978033.00,,,97422.00,1075455.00,0.00,0.00,0.00,19.96,,,,
twse,1150906,115,2,4904,遠傳,38080720.00,147958110.00,186038830.00,51169339.00,44793174.00,95962513.00,36077054.00,,18910772.00,31428521.00,-248847.00,,86167500.00,,,3908817.00,90076317.00,,0.00,0.00,23.88,,,,
twse,1150906,115,2,4906,正文,11731610.00,7524987.00,19256597.00,7249391.00,384350.00,7633741.00,4518458.00,,6201571.00,1711543.00,-1173159.00,,11258413.00,,,364443.00,11622856.00,,15492361.00,0.00,24.92,,,,
twse,1150906,115,2,4912,聯德控股-KY,5829657.00,2799596.00,8629253.00,3606416.00,799749.00,4406165.00,669931.00,,1580437.00,1793953.00,143629.00,,4187950.00,,,35138.00,4223088.00,,0.00,0.00,62.51,,,,
twse,1150906,115,2,4915,致伸,39380955.00,15272260.00,54653215.00,30976450.00,3261768.00,34238218.00,4718808.00,,3932391.00,11732206.00,31592.00,,20414997.00,,,,20414997.00,0.00,0.00,0.00,43.26,,,,
twse,1150906,115,2,4916,事欣科,3382240.00,1973898.00,5356138.00,1315111.00,433394.00,1748505.00,1240826.00,,1316714.00,1138965.00,-91428.00,,3605077.00,,,2556.00,3607633.00,,0.00,0.00,29.14,,,,
twse,1150906,115,2,4919,新唐,19770761.00,11486646.00,31257407.00,10408527.00,4126442.00,14534969.00,4523978.00,,10596691.00,3183456.00,-1581687.00,,16722438.00,,,,16722438.00,,0.00,0.00,36.96,,,,
twse,1150906,115,2,4927,泰鼎-KY,7037217.00,12023522.00,19060739.00,11301975.00,3538565.00,14840540.00,2649380.00,,3746477.00,-2169462.00,-21764.00,,4204631.00,,,15568.00,4220199.00,,0.00,0.00,15.87,,,,
twse,1150906,115,2,4930,燦星網,8272119.00,2947078.00,11219197.00,2169071.00,2746038.00,4915109.00,800000.00,,1785848.00,745701.00,-155463.00,,3176086.00,,,3128002.00,6304088.00,0.00,0.00,0.00,39.70,,,,
twse,1150906,115,2,4934,太極,1570992.00,1368311.00,2939303.00,471293.00,208986.00,680279.00,2250000.00,,207156.00,-345258.00,-404817.00,,1707081.00,,,551943.00,2259024.00,,0.00,0.00,7.59,,,,
twse,1150906,115,2,4935,茂林-KY,6218132.00,3904945.00,10123077.00,1328600.00,838640.00,2167240.00,1288641.00,,2348423.00,4643205.00,-324432.00,,7955837.00,,,,7955837.00,,0.00,0.00,61.74,,,,
twse,1150906,115,2,4938,和碩,496319168.00,175141358.00,671460526.00,391536542.00,25926294.00,417462836.00,26758522.00,,87069816.00,91059389.00,2034053.00,,206921780.00,,,47075910.00,253997690.00,0.00,0.00,0.00,77.33,,,,
twse,1150906,115,2,4942,嘉彰,6702603.00,4630530.00,11333133.00,1805389.00,288202.00,2093591.00,1423676.00,,2820346.00,5040411.00,-49724.00,,9234709.00,,,4833.00,9239542.00,,0.00,0.00,64.87,,,,
twse,1150906,115,2,4943,康控-KY,1515338.00,1667283.00,3182621.00,2664414.00,413279.00,3077693.00,1266944.00,,344155.00,-1241146.00,-327896.00,,42057.00,,,62871.00,104928.00,,0.00,0.00,0.33,,,,
twse,1150906,115,2,4949,有成精密,2536757.00,265383.00,2802140.00,989080.00,49230.00,1038310.00,677515.00,,570182.00,497536.00,18597.00,,1763830.00,,,,1763830.00,0.00,29500.00,0.00,26.03,,,,
twse,1150906,115,2,4952,凌通,2309518.00,888788.00,3198306.00,811740.00,173565.00,985305.00,1088158.00,,141967.00,991413.00,-8537.00,,2213001.00,,,,2213001.00,,0.00,0.00,20.34,,,,
twse,1150906,115,2,4956,光鋐,1746905.00,1205583.00,2952488.00,761688.00,499200.00,1260888.00,1004082.00,,389185.00,256357.00,41976.00,,1691600.00,,,,1691600.00,,0.00,0.00,16.85,,,,
twse,1150906,115,2,4958,臻鼎-KY,162960495.00,186745822.00,349706317.00,101469723.00,37402426.00,138872149.00,11088877.00,,75602022.00,61885417.00,5700287.00,-52202.00,154224401.00,,,56609767.00,210834168.00,0.00,0.00,424410.00,139.13,,,,
twse,1150906,115,2,4960,誠美材,7564794.00,5283862.00,12848656.00,3840729.00,1936271.00,5777000.00,5717054.00,,592565.00,1212831.00,-371961.00,-78833.00,7071656.00,,,,7071656.00,0.00,0.00,5983000.00,12.50,,,,
twse,1150906,115,2,4961,天鈺,19556206.00,9065848.00,28622054.00,4996694.00,928009.00,5924703.00,1212536.00,,8507362.00,7473374.00,299361.00,-220678.00,17271955.00,,,5425396.00,22697351.00,0.00,0.00,1500000.00,144.23,,,,
twse,1150906,115,2,4967,十銓,21732375.00,857589.00,22589964.00,11339918.00,106634.00,11446552.00,967352.00,,3790090.00,6396481.00,-10511.00,,11143412.00,,,,11143412.00,0.00,0.00,0.00,131.16,,,,
twse,1150906,115,2,4968,立積,3295095.00,303622.00,3598717.00,855291.00,45292.00,900583.00,922099.00,,900389.00,870753.00,4893.00,,2698134.00,,,,2698134.00,,0.00,0.00,29.26,,,,
twse,1150906,115,2,4976,佳凌,1378876.00,974080.00,2352956.00,276553.00,52386.00,328939.00,1413510.00,,881312.00,-222806.00,-18317.00,-29682.00,,0.00,,,2024017.00,,0.00,1056000.00,14.43,,,,
twse,1150906,115,2,4977,眾達-KY,5075796.00,2069412.00,7145208.00,1116796.00,1729274.00,2846070.00,826898.00,,2279758.00,1294975.00,-102493.00,0.00,4299138.00,,,,4299138.00,,0.00,0.00,51.99,,,,
twse,1150906,115,2,4989,榮科,1942228.00,592923.00,2535151.00,943688.00,95513.00,1039201.00,1377765.00,,445299.00,-408392.00,81278.00,,1495950.00,,,,1495950.00,,0.00,0.00,10.86,,,,
twse,1150906,115,2,4994,傳奇,1222796.00,249554.00,1472350.00,512190.00,91286.00,603476.00,663834.00,,34970.00,169894.00,176.00,,868874.00,,,,868874.00,0.00,0.00,0.00,13.09,,,,
twse,1150906,115,2,4999,鑫禾,2352424.00,1402665.00,3755089.00,505797.00,120690.00,626487.00,744172.00,,440035.00,1973912.00,1583.00,-31100.00,3128602.00,,,,3128602.00,0.00,0.00,800000.00,42.50,,,,
twse,1150906,115,2,5007,三星,5274402.00,3196919.00,8471321.00,937548.00,327041.00,1264589.00,2949401.00,,360718.00,3556634.00,-13246.00,0.00,6853507.00,,,353225.00,7206732.00,0.00,0.00,0.00,23.24,,,,
twse,1150906,115,2,5203,訊連,2653351.00,3432126.00,6085477.00,1329758.00,375481.00,1705239.00,793426.00,,2349284.00,1509275.00,-136562.00,-135185.00,4380238.00,,,,4380238.00,0.00,0.00,2000000.00,56.63,,,,
twse,1150906,115,2,5215,科嘉-KY,3754843.00,1286626.00,5041469.00,1084861.00,212665.00,1297526.00,643375.00,,1532073.00,1410015.00,61202.00,,3646665.00,,,97278.00,3743943.00,,0.00,0.00,56.68,,,,
twse,1150906,115,2,5222,全訊,988248.00,2480360.00,3468608.00,402203.00,141813.00,544016.00,1003087.00,,758366.00,508830.00,654309.00,,,,,,2924592.00,0.00,24000.00,0.00,32.10,,,,
twse,1150906,115,2,5225,東科-KY,5119849.00,1396592.00,6516441.00,3155003.00,195481.00,3350484.00,791365.00,,1169472.00,1096009.00,133130.00,-24019.00,3165957.00,0.00,,0.00,3165957.00,,0.00,453000.00,40.24,,,,
twse,1150906,115,2,5234,達興材料,3051661.00,1789136.00,4840797.00,1295293.00,230227.00,1525520.00,1027159.00,,41838.00,2246713.00,-433.00,,3315277.00,,,,3315277.00,0.00,0.00,0.00,32.28,,,,
twse,1150906,115,2,5236,凌陽創新,3488356.00,68564.00,3556920.00,1057514.00,26923.00,1084437.00,600040.00,,1175471.00,758115.00,-61143.00,,,,,,2472483.00,,0.00,0.00,41.21,,,,
twse,1150906,115,2,5243,乙盛-KY,8629408.00,5745890.00,14375298.00,5117078.00,605714.00,5722792.00,1685289.00,,2349249.00,4580799.00,37169.00,,8652506.00,,,,8652506.00,,0.00,0.00,51.34,,,,
twse,1150906,115,2,5244,弘凱,1642893.00,1119358.00,2762251.00,375535.00,626173.00,1001708.00,682419.00,,450352.00,612909.00,14863.00,,1760543.00,,,,1760543.00,0.00,0.00,0.00,25.80,,,,
twse,1150906,115,2,5258,虹堡,7488499.00,1812004.00,9300503.00,4279257.00,390414.00,4669671.00,1103649.00,,806038.00,2573613.00,38847.00,-49913.00,4472234.00,,,158598.00,4630832.00,0.00,0.00,786000.00,40.81,,,,
twse,1150906,115,2,5269,祥碩,11825789.00,31470152.00,43295941.00,6610482.00,818391.00,7428873.00,741567.00,,19788559.00,13603805.00,1733137.00,,35867068.00,,,,35867068.00,0.00,0.00,0.00,483.67,,,,
twse,1150906,115,2,5283,禾聯碩,5114053.00,4327753.00,9441806.00,3774288.00,632436.00,4406724.00,1016166.00,,752306.00,3273689.00,-7079.00,,5035082.00,,,,5035082.00,,0.00,0.00,57.48,,,,
twse,1150906,115,2,5284,jpp-KY,4922946.00,3318344.00,8241290.00,3874761.00,619216.00,4493977.00,528927.00,,1762854.00,1427558.00,17291.00,,3736630.00,,,10683.00,3747313.00,,0.00,0.00,70.65,,,,
twse,1150906,115,2,5285,界霖,4105477.00,1575311.00,5680788.00,1231702.00,1366268.00,2597970.00,1020409.00,,342245.00,1761745.00,-41581.00,,3082818.00,,,,3082818.00,0.00,0.00,0.00,30.21,,,,
twse,1150906,115,2,5288,豐祥-KY,5145373.00,3480106.00,8625479.00,2230520.00,35201.00,2265721.00,696987.00,,1375024.00,4667919.00,-389775.00,,6350155.00,,,9603.00,6359758.00,,0.00,0.00,91.11,,,,
twse,1150906,115,2,5292,華懋,4124246.00,465816.00,4590062.00,2611526.00,66624.00,2678150.00,463188.00,,335473.00,1125211.00,-11960.00,,1911912.00,,,,1911912.00,,0.00,0.00,45.40,,,,
twse,1150906,115,2,5306,桂盟,6349508.00,8180100.00,14529608.00,4136770.00,892065.00,5028835.00,1260008.00,,1760303.00,6506615.00,-26092.00,,9500834.00,,,-61.00,9500773.00,,0.00,0.00,75.40,,,,
twse,1150906,115,2,5388,中磊,49219429.00,8992685.00,58212114.00,37793969.00,4220263.00,42014232.00,3043426.00,,6609498.00,7307539.00,-330140.00,-421810.00,16208513.00,,,-10631.00,16197882.00,,0.00,4623000.00,54.08,,,,
twse,1150906,115,2,5434,崇越,29436399.00,18767094.00,48203493.00,22013975.00,3950099.00,25964074.00,1940080.00,,3431429.00,13930831.00,2672938.00,0.00,21975278.00,,,264141.00,22239419.00,0.00,0.00,0.00,113.27,,,,
twse,1150906,115,2,5469,瀚宇博,63997497.00,88286450.00,152283947.00,48866961.00,17886470.00,66753431.00,4861660.00,,4556850.00,21620217.00,30898684.00,-19588.00,61917823.00,,,23612693.00,85530516.00,,0.00,227000.00,127.42,,,,
twse,1150906,115,2,5471,松翰,3125279.00,1319706.00,4444985.00,729314.00,104107.00,833421.00,1678770.00,,62661.00,1794413.00,75720.00,,3611564.00,,,,3611564.00,,0.00,0.00,21.51,,,,
twse,1150906,115,2,5484,慧友,537561.00,547329.00,1084890.00,525613.00,6570.00,532183.00,668010.00,,55312.00,-196584.00,25969.00,,552707.00,,,,552707.00,0.00,0.00,0.00,8.27,,,,
twse,1150906,115,2,5515,建國,10280565.00,2545285.00,12825850.00,6279507.00,700984.00,6980491.00,2016001.00,,187308.00,3492820.00,149230.00,,5845359.00,,,,5845359.00,,0.00,0.00,28.99,,,,
twse,1150906,115,2,5519,隆大,13109994.00,716488.00,13826482.00,4365341.00,3788548.00,8153889.00,2301570.00,,50614.00,3305822.00,14587.00,,5672593.00,,,,5672593.00,0.00,0.00,0.00,25.88,,,,
twse,1150906,115,2,5521,工信,12149808.00,1001447.00,13151255.00,7193092.00,115337.00,7308429.00,4922802.00,,519.00,885348.00,34157.00,,5842826.00,,,,5842826.00,0.00,0.00,0.00,11.87,,,,
twse,1150906,115,2,5522,遠雄,97024284.00,11974192.00,108998476.00,56347918.00,4980415.00,61328333.00,7815962.00,,8472825.00,30885031.00,496325.00,,47670143.00,,,,47670143.00,0.00,0.00,0.00,60.99,,,,
twse,1150906,115,2,5525,順天,16121332.00,3063572.00,19184904.00,12727204.00,520951.00,13248155.00,3181054.00,,353359.00,2417128.00,0.00,-25346.00,5926195.00,,,10554.00,5936749.00,,0.00,10818421.00,19.29,,,,
twse,1150906,115,2,5531,鄉林,22975348.00,23831663.00,46807011.00,23557244.00,13531847.00,37089091.00,9775892.00,,8591.00,322885.00,-269246.00,0.00,9838122.00,0.00,,-120202.00,9717920.00,0.00,0.00,0.00,10.06,,,,
twse,1150906,115,2,5533,皇鼎,8051538.00,3771084.00,11822622.00,1487640.00,819617.00,2307257.00,2852450.00,,21130.00,6641785.00,,,9515365.00,,,,9515365.00,,0.00,0.00,33.36,,,,
twse,1150906,115,2,5534,長虹,48248862.00,517030.00,48765892.00,26011188.00,1419390.00,27430578.00,3153260.00,,2857846.00,15236581.00,-500.00,,21247187.00,,,88127.00,21335314.00,0.00,0.00,0.00,67.38,,,,
twse,1150906,115,2,5538,東明-KY,12710021.00,3381369.00,16091390.00,6400056.00,1705488.00,8105544.00,2012033.00,,1827434.00,3871311.00,275068.00,,7985846.00,,,0.00,7985846.00,,0.00,0.00,39.69,,,,
twse,1150906,115,2,5546,永固-KY,2303331.00,2135453.00,4438784.00,1952695.00,640237.00,2592932.00,823534.00,,769597.00,153535.00,79967.00,,1826633.00,,,19219.00,1845852.00,,0.00,0.00,22.18,,,,
twse,1150906,115,2,5607,遠雄港,1633672.00,25494154.00,27127826.00,3392266.00,12541539.00,15933805.00,3705529.00,,4354546.00,3133946.00,,,11194021.00,,,,11194021.00,0.00,0.00,0.00,30.21,,,,
twse,1150906,115,2,5608,四維航,1590929.00,15491060.00,17081989.00,3036574.00,4220142.00,7256716.00,3892761.00,,3305682.00,2127750.00,395549.00,,9721742.00,,,103531.00,9825273.00,0.00,0.00,0.00,24.97,,,,
twse,1150906,115,2,5706,鳳凰,2216496.00,1369532.00,3586028.00,1719899.00,104275.00,1824174.00,837679.00,0.00,180298.00,544910.00,147998.00,0.00,1710885.00,0.00,,50969.00,1761854.00,0.00,0.00,0.00,20.42,,,,
twse,1150906,115,2,5871,中租-KY,720867433.00,272631697.00,993499130.00,653253213.00,141252826.00,794506039.00,18956495.00,,45704408.00,117876583.00,3411011.00,,185948497.00,,,13044594.00,198993091.00,,0.00,0.00,99.90,,,,
twse,1150906,115,2,5906,台南-KY,863792.00,923354.00,1787146.00,944738.00,248126.00,1192864.00,375285.00,,87.00,196336.00,-49829.00,,521879.00,,,72403.00,594282.00,,0.00,0.00,14.60,,,,
twse,1150906,115,2,5907,大洋-KY,1451401.00,19161364.00,20612765.00,6507161.00,10445876.00,16953037.00,1955310.00,,2766147.00,-397816.00,-663913.00,,3659728.00,,,,3659728.00,0.00,0.00,0.00,18.72,,,,
twse,1150906,115,2,6108,競國,5851429.00,1459291.00,7310720.00,3864254.00,203518.00,4067772.00,1544943.00,,404768.00,1266691.00,26546.00,0.00,3242948.00,,,,3242948.00,0.00,0.00,0.00,20.99,,,,
twse,1150906,115,2,6112,邁達特,12103329.00,3275180.00,15378509.00,9356607.00,623803.00,9980410.00,1883573.00,,1247069.00,1181386.00,20181.00,,4332209.00,,,1065890.00,5398099.00,,0.00,0.00,23.00,,,,
